post_title,post_name,post_parent,post_sub_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,_sku,parent_sku,parent,_children,_downloadable,_virtual,_stock,_regular_price,_sale_price,_weight,_length,_width,_height,_tax_class,_visibility,_stock_status,_backorders,_manage_stock,_tax_status,_upsell_ids,_crosssell_ids,_featured,_sale_price_dates_from,_sale_price_dates_to,_download_limit,_download_expiry,_product_url,_button_text,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_metakeywords,images,downloadable_files,product_page_url,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:mfn-page-local-style,meta:mfn-post-hide-content,meta:mfn-post-love,meta:mfn-post-slider,meta:mfn_single_product_template,meta:redq_adults_heading_title,meta:redq_adults_placeholder,meta:redq_allowed_times,meta:redq_book_now_button_text,meta:redq_calendar_date_format,meta:redq_calendar_time_format,meta:redq_childs_heading_title,meta:redq_childs_placeholder,meta:redq_choose_european_date_format,meta:redq_dropoff_date_heading_title,meta:redq_dropoff_date_placeholder,meta:redq_dropoff_location_heading_title,meta:redq_dropoff_time_placeholder,meta:redq_email_placeholder,meta:redq_email_title,meta:redq_first_name_placeholder,meta:redq_first_name_title,meta:redq_flip_pricing_plan_text,meta:redq_last_name_placeholder,meta:redq_last_name_title,meta:redq_max_rental_days,meta:redq_max_time_late,meta:redq_message_placeholder,meta:redq_message_title,meta:redq_min_rental_days,meta:redq_password_placeholder,meta:redq_password_title,meta:redq_phone_placeholder,meta:redq_phone_title,meta:redq_pickup_date_heading_title,meta:redq_pickup_date_placeholder,meta:redq_pickup_loc_placeholder,meta:redq_pickup_location_heading_title,meta:redq_pickup_time_placeholder,meta:redq_price_discount_cost,meta:redq_rental_before_booking_block_dates,meta:redq_rental_fri_max_time,meta:redq_rental_fri_min_time,meta:redq_rental_local_enable_single_day_time_based_booking,meta:redq_rental_local_quantity_on_days,meta:redq_rental_local_required_person,meta:redq_rental_local_required_pickup_location,meta:redq_rental_local_required_return_location,meta:redq_rental_local_show_book_now,meta:redq_rental_local_show_dropoff_date,meta:redq_rental_local_show_dropoff_time,meta:redq_rental_local_show_pickup_date,meta:redq_rental_local_show_pickup_time,meta:redq_rental_local_show_price_discount_on_days,meta:redq_rental_local_show_price_instance_payment,meta:redq_rental_local_show_pricing_flip_box,meta:redq_rental_local_show_request_quote,meta:redq_rental_mon_max_time,meta:redq_rental_mon_min_time,meta:redq_rental_off_days,meta:redq_rental_post_booking_block_dates,meta:redq_rental_required_local_pickup_time,meta:redq_rental_required_local_return_time,meta:redq_rental_sat_max_time,meta:redq_rental_sat_min_time,meta:redq_rental_starting_block_dates,meta:redq_rental_sun_max_time,meta:redq_rental_sun_min_time,meta:redq_rental_thu_max_time,meta:redq_rental_thu_min_time,meta:redq_rental_thur_max_time,meta:redq_rental_thur_min_time,meta:redq_rental_wed_max_time,meta:redq_rental_wed_min_time,meta:redq_resources_heading_title,meta:redq_return_loc_placeholder,meta:redq_rfq_button_text,meta:redq_rnb_cat_heading,meta:redq_security_deposite_heading_title,meta:redq_submit_button_text,meta:redq_time_interval,meta:redq_username_placeholder,meta:redq_username_title,meta:rnb_booking_layout,meta:rnb_enable_quantity,meta:rnb_include_trailing_date,meta:rnb_invalid_date_range_notice,meta:rnb_inventory_title,meta:rnb_max_day_notice,meta:rnb_min_day_notice,meta:rnb_pay_extra_hours,meta:rnb_quantity_label,meta:rnb_quantity_notice,meta:rnb_settings_for_conditions,meta:rnb_settings_for_display,meta:rnb_settings_for_labels,meta:rnb_settings_for_validations,meta:rnb_show_price_type,meta:rnb_unit_price,meta:rs_page_bg_color,meta:total_sales,attribute:Gradeability,attribute_data:Gradeability,attribute_default:Gradeability,attribute:Horizontal Outreach,attribute_data:Horizontal Outreach,attribute_default:Horizontal Outreach,attribute:Lift Capacity,attribute_data:Lift Capacity,attribute_default:Lift Capacity,attribute:Manufacturer,attribute_data:Manufacturer,attribute_default:Manufacturer,attribute:Platform Height,attribute_data:Platform Height,attribute_default:Platform Height,attribute:Platform Size,attribute_data:Platform Size,attribute_default:Platform Size,attribute:Power,attribute_data:Power,attribute_default:Power,attribute:Up & Over Height,attribute_data:Up & Over Height,attribute_default:Up & Over Height,attribute:Weight,attribute_data:Weight,attribute_default:Weight,attribute:Width,attribute_data:Width,attribute_default:Width,attribute:pa_drive-type,attribute_data:pa_drive-type,attribute_default:pa_drive-type,attribute:pa_fuel-type,attribute_data:pa_fuel-type,attribute_default:pa_fuel-type,URL,ID,Category,Sub Category,Daily,Weekly,Monthly,Item Cost,Deliver to Jobsite,Retrieval From Jobsite,Environmental Fee,Tax,Estimated Cost
"12-ton Portable Air Conditioner, 408V, Electric Powered","12-ton Portable Air Conditioner, 408V, Electric Powered",Power & HVAC,Air Conditioners,244-2507,,"If you need serious cooling or heating, this 12-ton temporary air conditioning unit can remove up to 12 tons of heat per hour. This light commercial A/C has wheels for moving into place and an internal pump with safety float for condensate water removal. OTTO Plants Climate Solutions has an entire line of cooling products for your jobsite, event, tent or warehouse. 480V fume-free electric operation, must be hardwired by a qualified technician
Can remove up to 12 tons of heat per hour
High-efficiency and low noise
Casters for ease of installation
Internal pump with safety float for condensate water removal
Uses: Ideal for heating or cooling large spaces such as jobsites, office spaces, event tents, and other commercial and industrial applications",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2021-04/244-2507.jpeg?h=9747d7a9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/power-hvac/air-conditioners/12-ton-portable-air-conditioner-408v-electric-powered,244-2507,Power & HVAC,Air Conditioners,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"120-ton Air Handler, 460V, Electric Powered","120-ton Air Handler, 460V, Electric Powered",Power & HVAC,Air Chillers And Air Systems,244-3410,,"Chill your indoor site, factory floor or other industrial space with this 120 ton air handler. This system is installed indoors and removes hot air through a chilled water supply and returns cool air into the building. These efficient handlers are ideal for large indoor sites and they have electric condensation drain pumps available. Trust OTTO Plants with the climate solutions for your needs. Air flows up to 30,000 cubic feet per minute
Unit dimensions 148"" x 101"" x 63""
3"" Victaulic chilled water supply and return for increased flexibility and durability
Remove up to 120 tons of heat per hour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2019-03/244-3410_2.jpg?h=b9a2a4b0 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/244/244-3410_2.jpg?h=3bde100d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/power-hvac/air-chillers-and-air-systems/120-ton-air-handler-460v-electric-powered,244-3410,Power & HVAC,Air Chillers And Air Systems,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"125-ton Air-Cooled Chiller System, 460V, Electric Powered","125-ton Air-Cooled Chiller System, 460V, Electric Powered",Power & HVAC,Air Chillers And Air Systems,244-0225,,"Chill your indoor site, factory floor or other industrial space with this 125-ton air-cooled chiller. This system is installed outdoors and pumps condensed cool air inside through piping. The chiller system has a computer thermostat control and flow meter, and flexible hoses, pipes, and adapters. They are designed to fit with your existing infrastructure. Trust OTTO Plants with the climate solutions for your needs. Remove up to 125 tons of heat per hour
Unit dimensions 240"" x 103"" x 102""
Load limiting capabilities to match power system
Trailer and skid mounted with forklift pockets and lifting eyes for easy on-site positioning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2019-03/244-0225_3.jpg?h=f45367f6 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/244/244-0225_3.jpg?h=bfa41935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/power-hvac/air-chillers-and-air-systems/125-ton-air-cooled-chiller-system-460v-electric-powered,244-0225,Power & HVAC,Air Chillers And Air Systems,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125kW Towable Diesel Generator,125kW Towable Diesel Generator,Power & HVAC,Diesel Generators,240-3251,,"OTTO Plants offers a complete line of mobile industrial generators for remote site power or emergency backup. This 125-kilowatt generator is mounted on a trailer for maximum convenience. Voltage regulator controls the voltage to within 1%, with emergency stop switch included. Large fuel tanks are built into the skid, allowing long operation for this on- or off-highway legal trailer. Large 205-gallon diesel fuel tank to maximize uptime
Unit dimensions 223"" x 79"" x 99""
Runtime up to 37 hours on one tank of fuel
Transported by skid trailer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/240-3251_0%20%281%29.jpg?h=3b5b477a https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/240-3251_0.jpg?h=d696999f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/power-hvac/diesel-generators/125kw-towable-diesel-generator,240-3251,Power & HVAC,Diesel Generators,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 kVA Portable Mill Panel,15 kVA Portable Mill Panel,Power & HVAC,Transformers,241-3459,,"Distribute power to multiple outlets for your power tools or small equipment with this mill panel. This 15 kVA utility transformer can also be a power source for 240V equipment. It has wheels or lifting eyes for easy portability. Transport to your jobsite and get your equipment up and running in no time. 110V to 240V outlets
Wheels or lifting eyes included
NEMA 3-rated enclosure
Fused circuit breaker protection available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/241/241-3459_1.jpg?h=a903c228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/power-hvac/transformers/15-kva-portable-mill-panel,241-3459,Power & HVAC,Transformers,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15.2-23.2kW Towable Generator, Tier 4 Diesel Compliant","15.2-23.2kW Towable Generator, Tier 4 Diesel Compliant",Power & HVAC,Diesel Generators,240-3132,,"This mobile generator delivers reliable, clean power in an innovative, easy-to-use towable unit. Designed for long run times, features include a voltage selector switch and programmable settings. Enclosures are encapsulated for sound-attenuation and manufactured of rust-proof aluminum with a durable, industrial powder-coated finish for maximum service life. It meets or exceeds EPA Tier 4 diesel regulations for increased efficiency and safety. Mounted to a highway-legal towable trailer
19-29kVA actual power capacity
Tier 4 compliant diesel engine
Power up tools, equipment or light towers
Add this towable generator to your cart now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/240/240-3132_0.jpg?h=4626e670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/power-hvac/diesel-generators/152-232kw-towable-generator-tier-4-diesel-compliant,240-3132,Power & HVAC,Diesel Generators,$291 ,$615 ,"$1,931 ",$291.00 ,$173.00 ,$173.00 ,$5.82 ,$36.58 ,$679.40 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150 kVA 3-phase Step-down Transformer,150 kVA 3-phase Step-down Transformer,Power & HVAC,Transformers,241-3640,,"Step down voltage and increase current for your power tools or small equipment with this utility transformer. This 150 kVA step-down transformer can handle up to 480V input and output 208V. It has forklift pockets or lifting eyes for easy portability. Transport to your jobsite and get your equipment up and running in no time. Step down input 480V to output 208V
Input 180 amps to output 416 amps
Unit weight 910 lbs.
Forklift pockets or lifting eyes included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/241-3640.jpg?h=2e9e19b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/power-hvac/transformers/150-kva-3-phase-step-down-transformer,241-3640,Power & HVAC,Transformers,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"150-ton Air-cooled Chiller System, 460V, Electric Powered","150-ton Air-cooled Chiller System, 460V, Electric Powered",Power & HVAC,Air Chillers And Air Systems,244-0245,,"Chill your indoor site, factory floor or other industrial space with this 150-ton air-cooled chiller. This system is installed outdoors and pumps condensed cool air inside through piping. The chiller system has a computer thermostat control and flow meter, and flexible hoses, pipes and adapters. They are designed to fit with your existing infrastructure. Trust OTTO Plants with the climate solutions for your needs. Remove up to 150 tons of heat per hour
Unit dimensions 288"" x 103"" x 102""
Trailer and skid mounted with forklift pockets and lifting eyes for easy on-site positioning
Flexible hoses, pipes and adapters available — mate with your existing system or create a new one",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/244-0245.jpg?h=bfa41935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/power-hvac/air-chillers-and-air-systems/150-ton-air-cooled-chiller-system-460v-electric-powered,244-0245,Power & HVAC,Air Chillers And Air Systems,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150kW Towable Diesel Generator,150kW Towable Diesel Generator,Power & HVAC,Diesel Generators,240-3256,,"OTTO Plants offers a complete line of towable industrial generators for remote site power or emergency backup. This 150-kilowatt generator is mounted on a trailer for maximum convenience. Voltage regulator controls the voltage to within 1%. Large fuel tanks are built into the skid, allowing long operation for this on- or off-highway legal trailer. Large fuel tank to maximize uptime
Emergency stop switch included
Voltage selector switch and multiple outlets
Transported by skid trailer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/240-3256.jpg?h=cefa3bdc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/power-hvac/diesel-generators/150kw-towable-diesel-generator,240-3256,Power & HVAC,Diesel Generators,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175kW Towable Diesel Generator,175kW Towable Diesel Generator,Power & HVAC,Diesel Generators,240-3286,,"OTTO Plants offers a complete line of towable industrial generators for remote site power or emergency backup. This 175 kilowatt generator is mounted on a trailer for maximum convenience. Voltage regulator controls the voltage to within 1% with emergency stop switch included. This generator's 350-gallon large fuel tank is built into the skid, allowing long operation for this on- or off-highway legal trailer. Large 350-gallon diesel fuel tank to maximize uptime
Runtime up to 28.5 hours on one tank of fuel
Unit dimensions 224"" x 80"" x 100""
Mounted on a trailer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2022-01/240-3286.jpeg?h=e0eccf9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/power-hvac/diesel-generators/175kw-towable-diesel-generator,240-3286,Power & HVAC,Diesel Generators,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192kW Diesel Generator,192kW Diesel Generator,Power & HVAC,Diesel Generators,240-3711,,"OTTO Plants offers a complete line of towable industrial generators for remote site power or emergency backup. This 192-kilowatt generator is mounted on a trailer for maximum convenience. Voltage regulator controls the voltage to within 1%. Large fuel tanks are built into the skid, allowing long operation for this on- or off-highway legal trailer. Generators are equipped with a single-point lifting eye. It can power up to 1,600 amps. Large fuel tank to maximize uptime
Emergency stop switch included
Voltage selector switch and multiple outlets
Transported by trailer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2019-03/240-3711_2.jpg?h=fab348a2 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/240/240-3711_2.jpg?h=09321cf6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/power-hvac/diesel-generators/192kw-diesel-generator,240-3711,Power & HVAC,Diesel Generators,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,000 kVA 3-phase Step Transformer","2,000 kVA 3-phase Step Transformer",Power & HVAC,Transformers,241-3705,,"Step down voltage and increase current for your power tools or small equipment with this utility transformer. This 2,000 kVA step-down transformer is housed in NEMA-3 enclosures, and there is fused breaker circuit protection available. It has forklift pockets or lifting eyes for easy portability. Transport to your jobsite and get your equipment up and running in no time. Housed in weather-resistant NEMA-3 enclosures
Fused circuit breaker protection available
Unit weight 11,000 lbs.
Forklift pockets or lifting eyes included to transport by trailer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2022-01/241-3705_3.jpeg?h=7efb8f85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/power-hvac/transformers/2000-kva-3-phase-step-transformer,241-3705,Power & HVAC,Transformers,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,000-ton Cooling Tower, 460V, Electric Powered","2,000-ton Cooling Tower, 460V, Electric Powered",Power & HVAC,Air Chillers And Air Systems,244-4110,,"OTTO Plants offers the perfect solution to condenser or process water cooling with our 2,000-ton cooling towers. They are ideal for cooling circulated water used in manufacturing, oil refineries, chemical plants, thermal power stations and HVAC systems. Unit dimensions 50' x 10' x 13'6""
3-phase system
Minimum flow 3,000 gallons per minute
460V operation (must be hardwired by a qualified electrician)
Add this cooling tower to your cart now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/244/244-4110_1.jpg?h=28aa3097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/power-hvac/air-chillers-and-air-systems/2000-ton-cooling-tower-460v-electric-powered,244-4110,Power & HVAC,Air Chillers And Air Systems,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,000kW Industrial Mobile Generator","2,000kW Industrial Mobile Generator",Power & HVAC,Diesel Generators,240-4065,,"Provide power in a natural emergency or for your entire site with this diesel generator. This mobile powerhouse can provide up to 2,000 kilowatts. This industrial generator is mounted on a highway legal trailer for maximum convenience. The generator's voltage regulator controls the voltage to within 1% and it can run up to 13 hours on one tank of fuel. All units are housed in sound attenuated enclosures for quiet operation. Unit dimensions 576"" x 96"" x 162""
1,250-gallon diesel fuel tank for increased uptime
9.8 hours runtime at maximum load
Mounted to highway legal trailer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2019-03/240-4065_2.jpg?h=fab348a2 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/240/240-4065_2.jpg?h=09321cf6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/power-hvac/diesel-generators/2000kw-industrial-mobile-generator,240-4065,Power & HVAC,Diesel Generators,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
